   8388608,  250,1.23402
   8388608,  260,1.25189
   8388608,  270,1.23801
   8388608,  280,1.23988
   8388608,  290,1.23982
   8388608,  300,1.23189
   8388608,  310,1.23938
   8388608,  320,1.23658
   8388608,  330,1.23702
   8388608,  340,1.23724
   8388608,  350,1.23119
   8388608,  360,1.24297
   8388608,  370,1.25787
   8388608,  380,1.25549
   8388608,  390,1.23724
   8388608,  400,1.23637
   8388608,  410,1.23796
   8388608,  420,1.23955
   8388608,  430,1.23434
   8388608,  440,1.24330
   8388608,  450,1.23746
   8388608,  460,1.24043
   8388608,  470,1.23971
   8388608,  480,1.24032
   8388608,  490,1.25251
   8388608,  500,1.24247
  16777216,   10,1.28564
  16777216,   20,1.26913
  16777216,   30,1.28478
  16777216,   40,1.27371
  16777216,   50,1.28204
  16777216,   60,1.28541
  16777216,   70,1.26916
  16777216,   80,1.26614
  16777216,   90,1.27954
  16777216,  100,1.27802
  16777216,  110,1.27092
  16777216,  120,1.25841
  16777216,  130,1.26156
  16777216,  140,1.26248
  16777216,  150,1.26473
  16777216,  160,1.27592
  16777216,  170,1.27823
  16777216,  180,1.26356
  16777216,  190,1.27423
  16777216,  200,1.26428
  16777216,  210,1.26479
  16777216,  220,1.27647
  16777216,  230,1.26373
  16777216,  240,1.27884
  16777216,  250,1.28399
  16777216,  260,1.27330
  16777216,  270,1.27464
  16777216,  280,1.28198
  16777216,  290,1.28425
  16777216,  300,1.26913
  16777216,  310,1.26611
  16777216,  320,1.26694
  16777216,  330,1.26746
  16777216,  340,1.27365
  16777216,  350,1.27159
  16777216,  360,1.27087
  16777216,  370,1.26786
  16777216,  380,1.26588
  16777216,  390,1.26514
  16777216,  400,1.28278
  16777216,  410,1.26493
  16777216,  420,1.26580
  16777216,  430,1.27359
  16777216,  440,1.27662
  16777216,  450,1.27156
  16777216,  460,1.27315
  16777216,  470,1.27260
  16777216,  480,1.26873
  16777216,  490,1.26951
  16777216,  500,1.25846
  33554432,   10,1.27665
  33554432,   20,1.27752
  33554432,   30,1.27770
  33554432,   40,1.27994
  33554432,   50,1.27586
  33554432,   60,1.27714
  33554432,   70,1.27868
  33554432,   80,1.27400
  33554432,   90,1.28101
  33554432,  100,1.27878
  33554432,  110,1.27988
  33554432,  120,1.28172
  33554432,  130,1.27812
  33554432,  140,1.28136
  33554432,  150,1.27346
  33554432,  160,1.27913
  33554432,  170,1.27620
  33554432,  180,1.27663
  33554432,  190,1.28066
  33554432,  200,1.27812
  33554432,  210,1.28515
  33554432,  220,1.27655
  33554432,  230,1.28273
  33554432,  240,1.27589
  33554432,  250,1.27698
  33554432,  260,1.27764
  33554432,  270,1.27731
  33554432,  280,1.28195
  33554432,  290,1.27883
  33554432,  300,1.27921
  33554432,  310,1.27653
  33554432,  320,1.27701
  33554432,  330,1.28366
  33554432,  340,1.27636
  33554432,  350,1.27503
  33554432,  360,1.27257
  33554432,  370,1.27785
  33554432,  380,1.27472
  33554432,  390,1.27953
  33554432,  400,1.27921
  33554432,  410,1.27620
  33554432,  420,1.27868
  33554432,  430,1.28095
  33554432,  440,1.27519
  33554432,  450,1.27681
  33554432,  460,1.27846
  33554432,  470,1.27834
  33554432,  480,1.27987
  33554432,  490,1.27755
  33554432,  500,1.27496
